definition,workload,trajectory_id,turn,baseline_correctness,sft_correctness,baseline_correct,sft_correct,correct_delta,baseline_exp_dir,sft_exp_dir,baseline_prompt_tokens,sft_prompt_tokens,delta_prompt_tokens,baseline_completion_tokens,sft_completion_tokens,delta_completion_tokens,baseline_reasoning_tokens,sft_reasoning_tokens,delta_reasoning_tokens,baseline_reasoning_fraction,sft_reasoning_fraction,delta_reasoning_fraction,baseline_content_chars,sft_content_chars,delta_content_chars,baseline_pre_code_chars,sft_pre_code_chars,delta_pre_code_chars,baseline_code_chars,sft_code_chars,delta_code_chars,baseline_provider_visible_chars,sft_provider_visible_chars,delta_provider_visible_chars,baseline_feedback_chars,sft_feedback_chars,delta_feedback_chars
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_005,0,Compilation error,Compilation error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,26195.0,26195.0,0.0,80671.0,15372.0,-65299.0,649.0,8850.0,8201.0,0.008045022374831104,0.5757220921155347,0.5676770697407036,252336.0,15999.0,-236337.0,876.0,2.0,-874.0,228995.0,15987.0,-213008.0,252336.0,15999.0,-236337.0,3142.0,1920.0,-1222.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_005,1,Compilation error,Numerical error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,107175.0,33344.0,-73831.0,4790.0,31694.0,26904.0,496.0,24915.0,24419.0,0.1035490605427975,0.7861109358238152,0.6825618752810176,13134.0,16429.0,3295.0,345.0,2.0,-343.0,12779.0,16417.0,3638.0,13134.0,16429.0,3295.0,660.0,1038.0,378.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_005,2,Numerical error,Correct,0,1,1,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,111629.0,40493.0,-71136.0,4304.0,23942.0,19638.0,130.0,16979.0,16849.0,0.03020446096654275,0.7091721660679977,0.678967705101455,12812.0,16885.0,4073.0,135.0,2.0,-133.0,12667.0,16873.0,4206.0,12812.0,16885.0,4073.0,788.0,1045.0,257.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_005,3,Compilation error,Correct,0,1,1,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,116096.0,47843.0,-68253.0,13736.0,23996.0,10260.0,1086.0,17061.0,15975.0,0.07906231799650554,0.7109934989164861,0.6319311809199806,37832.0,16832.0,-21000.0,179.0,2.0,-177.0,37288.0,16820.0,-20468.0,37832.0,16832.0,-21000.0,343.0,828.0,485.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_005,4,Kernel Execution Timeout,Compilation error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,128847.0,55107.0,-73740.0,5974.0,24460.0,18486.0,33.0,17389.0,17356.0,0.005523937060595916,0.7109157808667211,0.7053918438061252,17521.0,17316.0,-205.0,129.0,2.0,-127.0,17382.0,17304.0,-78.0,17521.0,17316.0,-205.0,639.0,689.0,50.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_005,5,Kernel Execution Timeout,Numerical error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,135023.0,62408.0,-72615.0,6269.0,22518.0,16249.0,416.0,15421.0,15005.0,0.06635827085659594,0.6848299138467004,0.6184716429901045,16498.0,17282.0,784.0,218.0,2.0,-216.0,15929.0,17270.0,1341.0,16498.0,17282.0,784.0,946.0,818.0,-128.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_005,6,Numerical error,Correct,0,1,1,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,141196.0,69814.0,-71382.0,5395.0,15971.0,10576.0,2185.0,8962.0,6777.0,0.40500463392029656,0.5611420700018784,0.15613743608158187,9870.0,16909.0,7039.0,320.0,2.0,-318.0,9540.0,16897.0,7357.0,9870.0,16909.0,7039.0,781.0,828.0,47.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_005,7,Kernel Execution Timeout,Correct,0,1,1,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,144692.0,77152.0,-67540.0,10231.0,42473.0,32242.0,4684.0,35277.0,30593.0,0.45782425960316686,0.8305747180561769,0.37275045845301,16217.0,17398.0,1181.0,277.0,2.0,-275.0,15930.0,17386.0,1456.0,16217.0,17398.0,1181.0,947.0,828.0,-119.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_006,0,Compilation error,Compilation error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,26195.0,26195.0,0.0,13175.0,56554.0,43379.0,7547.0,50067.0,42520.0,0.5728273244781784,0.8852954698164586,0.31246814533828016,16653.0,16195.0,-458.0,2.0,2.0,0.0,16641.0,16183.0,-458.0,16653.0,16195.0,-458.0,917.0,304.0,-613.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_006,1,Compilation error,Runtime error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,32070.0,32777.0,707.0,9281.0,22643.0,13362.0,4026.0,16211.0,12185.0,0.43378946234242,0.7159387007022038,0.2821492383597838,15360.0,16097.0,737.0,2.0,2.0,0.0,15348.0,16085.0,737.0,15360.0,16097.0,737.0,798.0,1378.0,580.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_006,2,Compilation error,Runtime error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,37576.0,39633.0,2057.0,8758.0,15124.0,6366.0,3999.0,8812.0,4813.0,0.4566110984242978,0.5826500925681036,0.12603899414380582,13721.0,15879.0,2158.0,2.0,2.0,0.0,13709.0,15867.0,2158.0,13721.0,15879.0,2158.0,201.0,1378.0,1177.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_006,3,Compilation error,Numerical error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,42407.0,46369.0,3962.0,9181.0,56550.0,47369.0,3589.0,50183.0,46594.0,0.39091602221980176,0.8874093722369585,0.4964933500171567,16596.0,15833.0,-763.0,2.0,2.0,0.0,16584.0,15821.0,-763.0,16596.0,15833.0,-763.0,617.0,862.0,245.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_006,4,Compilation error,Compilation error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,48169.0,53059.0,4890.0,13654.0,27716.0,14062.0,9058.0,21495.0,12437.0,0.6633953420243153,0.7755448116611343,0.11214946963681904,12950.0,15659.0,2709.0,2.0,2.0,0.0,12938.0,15647.0,2709.0,12950.0,15659.0,2709.0,201.0,304.0,103.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_006,5,Compilation error,Numerical error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,52837.0,59383.0,6546.0,5380.0,31341.0,25961.0,676.0,24810.0,24134.0,0.12565055762081784,0.7916148176510003,0.6659642600301825,12340.0,16185.0,3845.0,2.0,2.0,0.0,12328.0,16173.0,3845.0,12340.0,16185.0,3845.0,861.0,1653.0,792.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_006,6,Compilation error,Runtime error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,57843.0,66528.0,8685.0,7685.0,18965.0,11280.0,3483.0,12363.0,8880.0,0.453220559531555,0.651885051410493,0.19866449187893803,11610.0,16435.0,4825.0,2.0,2.0,0.0,11598.0,16423.0,4825.0,11610.0,16435.0,4825.0,3709.0,1608.0,-2101.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_006,7,Numerical error,Correct,0,1,1,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,63130.0,73622.0,10492.0,8785.0,17940.0,9155.0,5199.0,11332.0,6133.0,0.5918042117245305,0.6316610925306577,0.03985688080612726,9720.0,16439.0,6719.0,2.0,2.0,0.0,9708.0,16427.0,6719.0,9720.0,16439.0,6719.0,819.0,626.0,-193.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_007,0,Compilation error,Compilation error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,26195.0,26195.0,0.0,12094.0,21805.0,9711.0,5553.0,14001.0,8448.0,0.4591532991566066,0.64210043567989,0.18294713652328337,20218.0,20251.0,33.0,2.0,2.0,0.0,20206.0,20239.0,33.0,20218.0,20251.0,33.0,2278.0,491.0,-1787.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_007,1,Compilation error,Compilation error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,33577.0,34121.0,544.0,10967.0,62400.0,51433.0,4046.0,56274.0,52228.0,0.36892495668824654,0.901826923076923,0.5329019663886765,19864.0,16541.0,-3323.0,2.0,2.0,0.0,19852.0,16529.0,-3323.0,19864.0,16541.0,-3323.0,924.0,465.0,-459.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_007,2,Compilation error,Compilation error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,40740.0,40365.0,-375.0,8815.0,20166.0,11351.0,3708.0,13279.0,9571.0,0.4206466250709019,0.6584845780025786,0.23783795293167675,14603.0,17845.0,3242.0,2.0,2.0,0.0,14591.0,17833.0,3242.0,14603.0,17845.0,3242.0,393.0,395.0,2.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_007,3,Runtime error,Kernel Execution Timeout,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,45961.0,47377.0,1416.0,9739.0,15871.0,6132.0,6034.0,9228.0,3194.0,0.6195707978231851,0.581437842606011,-0.03813295521717419,9762.0,17160.0,7398.0,2.0,2.0,0.0,9750.0,17148.0,7398.0,9762.0,17160.0,7398.0,1448.0,1008.0,-440.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_007,4,Runtime error,Kernel Execution Timeout,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,50133.0,54375.0,4242.0,10794.0,45950.0,35156.0,4817.0,39768.0,34951.0,0.44626644432091905,0.8654624591947769,0.4191960148738579,17708.0,16564.0,-1144.0,2.0,2.0,0.0,17696.0,16552.0,-1144.0,17708.0,16564.0,-1144.0,831.0,847.0,16.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_007,5,Runtime error,Runtime error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,56419.0,60862.0,4443.0,9542.0,20122.0,10580.0,4117.0,13803.0,9686.0,0.4314609096625445,0.6859656097803399,0.2545047001177954,15787.0,17033.0,1246.0,2.0,2.0,0.0,15775.0,17021.0,1246.0,15787.0,17033.0,1246.0,839.0,1670.0,831.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_007,6,Runtime error,Numerical error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,62151.0,67687.0,5536.0,10913.0,41969.0,31056.0,5448.0,35743.0,30295.0,0.4992211124347109,0.8516524101122257,0.3524312976775148,16168.0,15434.0,-734.0,2.0,2.0,0.0,16156.0,15422.0,-734.0,16168.0,15434.0,-734.0,839.0,715.0,-124.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_007,7,Runtime error,Numerical error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,67919.0,74184.0,6265.0,6137.0,25257.0,19120.0,698.0,19399.0,18701.0,0.1137363532670686,0.7680642990062161,0.6543279457391475,15789.0,14975.0,-814.0,2.0,2.0,0.0,15777.0,14963.0,-814.0,15789.0,14975.0,-814.0,839.0,731.0,-108.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_008,0,Compilation error,Numerical error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,27547.0,27547.0,0.0,29598.0,28626.0,-972.0,11666.0,21298.0,9632.0,0.3941482532603554,0.7440089429190246,0.34986068965866923,55483.0,17635.0,-37848.0,729.0,2.0,-727.0,54744.0,17623.0,-37121.0,55483.0,17635.0,-37848.0,10198.0,683.0,-9515.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_008,1,Numerical error,Correct,0,1,1,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,47941.0,35140.0,-12801.0,9405.0,35503.0,26098.0,469.0,28851.0,28382.0,0.04986709197235513,0.8126355519251894,0.7627684599528343,27646.0,16920.0,-10726.0,421.0,2.0,-419.0,27215.0,16908.0,-10307.0,27646.0,16920.0,-10726.0,2121.0,697.0,-1424.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_008,2,Compilation error,Numerical error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,57581.0,42089.0,-15492.0,13048.0,16026.0,2978.0,4288.0,9025.0,4737.0,0.32863274064990805,0.5631473854985648,0.23451464484865675,25786.0,17359.0,-8427.0,308.0,2.0,-306.0,25468.0,17347.0,-8121.0,25786.0,17359.0,-8427.0,300.0,683.0,383.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_008,3,Compilation error,Numerical error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,66442.0,49363.0,-17079.0,7516.0,31569.0,24053.0,25.0,24568.0,24543.0,0.0033262373602980307,0.778231809686718,0.77490557232642,22722.0,17359.0,-5363.0,105.0,2.0,-103.0,22607.0,17347.0,-5260.0,22722.0,17359.0,-5363.0,383.0,683.0,300.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_008,4,Compilation error,Runtime error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,74049.0,56637.0,-17412.0,8453.0,41254.0,32801.0,1421.0,34716.0,33295.0,0.1681059978705785,0.8415183982159306,0.6734124003453521,21329.0,16414.0,-4915.0,120.0,2.0,-118.0,21199.0,16402.0,-4797.0,21329.0,16414.0,-4915.0,292.0,794.0,502.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_008,5,Compilation error,Numerical error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,81167.0,63479.0,-17688.0,7077.0,17758.0,10681.0,99.0,10772.0,10673.0,0.013988978380669776,0.6065998423245861,0.5926108639439163,21145.0,17293.0,-3852.0,56.0,2.0,-54.0,21079.0,17281.0,-3798.0,21145.0,17293.0,-3852.0,1123.0,683.0,-440.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_008,6,Kernel Execution Timeout,Numerical error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,88550.0,70738.0,-17812.0,7437.0,22682.0,15245.0,389.0,15730.0,15341.0,0.05230603738066425,0.6935014548981572,0.641195417517493,21377.0,17184.0,-4193.0,141.0,2.0,-139.0,21226.0,17172.0,-4054.0,21377.0,17184.0,-4193.0,692.0,683.0,-9.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_008,7,Runtime error,Numerical error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,95862.0,77963.0,-17899.0,13046.0,22939.0,9893.0,6513.0,16446.0,9933.0,0.4992334815269048,0.7169449409302934,0.2177114594033886,19769.0,16684.0,-3085.0,273.0,2.0,-271.0,19486.0,16672.0,-2814.0,19769.0,16684.0,-3085.0,833.0,683.0,-150.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_009,0,Compilation error,Compilation error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,27547.0,27547.0,0.0,81920.0,9954.0,-71966.0,16165.0,3211.0,-12954.0,0.19732666015625,0.3225838858750251,0.12525722571877512,205713.0,17032.0,-188681.0,896.0,2.0,-894.0,130977.0,17020.0,-113957.0,205713.0,17032.0,-188681.0,4408.0,354.0,-4054.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_009,1,Runtime error,Runtime error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,94616.0,34409.0,-60207.0,6892.0,22721.0,15829.0,772.0,15424.0,14652.0,0.11201392919326755,0.6788433607675719,0.5668294315743043,17902.0,18459.0,557.0,249.0,2.0,-247.0,17643.0,18447.0,804.0,17902.0,18459.0,557.0,817.0,803.0,-14.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_009,2,Compilation error,Correct,0,1,1,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,101015.0,42012.0,-59003.0,11232.0,13254.0,2022.0,6297.0,6806.0,509.0,0.5606303418803419,0.5135053568733967,-0.047124985006945175,14329.0,16715.0,2386.0,480.0,2.0,-478.0,0.0,16703.0,16703.0,14329.0,16715.0,2386.0,264.0,687.0,423.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_009,3,Numerical error,Compilation error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,106034.0,48757.0,-57277.0,5569.0,37795.0,32226.0,737.0,30275.0,29538.0,0.13233973783444064,0.8010318825241434,0.6686921446897027,14803.0,19287.0,4484.0,227.0,2.0,-225.0,0.0,19275.0,19275.0,14803.0,19287.0,4484.0,902.0,3851.0,2949.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_009,4,Compilation error,Correct,0,1,1,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,111164.0,57590.0,-53574.0,5228.0,36241.0,31013.0,247.0,29194.0,28947.0,0.04724560061208875,0.8055517231864463,0.7583061225743576,15165.0,17545.0,2380.0,313.0,2.0,-311.0,0.0,17533.0,17533.0,15165.0,17545.0,2380.0,242.0,689.0,447.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_009,5,Numerical error,Numerical error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,116217.0,64936.0,-51281.0,5357.0,17669.0,12312.0,881.0,10413.0,9532.0,0.16445771887250327,0.5893372573433697,0.42487953847086646,13582.0,18043.0,4461.0,161.0,2.0,-159.0,0.0,18031.0,18031.0,13582.0,18043.0,4461.0,911.0,681.0,-230.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_009,6,Compilation error,Runtime error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,120976.0,72473.0,-48503.0,5932.0,61063.0,55131.0,888.0,54223.0,53335.0,0.14969656102494944,0.8879845405564745,0.738287979531525,15355.0,17370.0,2015.0,224.0,2.0,-222.0,0.0,17358.0,17358.0,15355.0,17370.0,2015.0,672.0,803.0,131.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_009,7,Compilation error,Correct,0,1,1,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,126212.0,79621.0,-46591.0,5377.0,24297.0,18920.0,212.0,17436.0,17224.0,0.03942718988283429,0.7176194591924929,0.6781922693096586,15667.0,17879.0,2212.0,165.0,2.0,-163.0,0.0,17867.0,17867.0,15667.0,17879.0,2212.0,242.0,689.0,447.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_010,0,Compilation error,Compilation error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,27547.0,27547.0,0.0,15040.0,60128.0,45088.0,8669.0,52808.0,44139.0,0.5763962765957447,0.8782597126130921,0.30186343601734744,18881.0,18588.0,-293.0,2.0,2.0,0.0,18869.0,18576.0,-293.0,18881.0,18588.0,-293.0,2943.0,994.0,-1949.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_010,1,Kernel Execution Timeout,Runtime error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,34679.0,35182.0,503.0,9472.0,34002.0,24530.0,3857.0,26465.0,22608.0,0.4072001689189189,0.7783365684371507,0.3711363995182318,16104.0,19176.0,3072.0,2.0,2.0,0.0,16092.0,19164.0,3072.0,16104.0,19176.0,3072.0,1056.0,952.0,-104.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_010,2,Compilation error,Numerical error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,40664.0,43061.0,2397.0,10311.0,31673.0,21362.0,5496.0,23986.0,18490.0,0.5330229851614781,0.7573011713446784,0.2242781861832004,13455.0,19458.0,6003.0,2.0,2.0,0.0,13443.0,19446.0,6003.0,13455.0,19458.0,6003.0,1009.0,657.0,-352.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_010,3,Runtime error,Numerical error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,45823.0,51021.0,5198.0,8206.0,29715.0,21509.0,4159.0,22083.0,17924.0,0.5068242749207896,0.7431600201918223,0.23633574527103263,11169.0,19368.0,8199.0,2.0,2.0,0.0,11157.0,19356.0,8199.0,11169.0,19368.0,8199.0,1549.0,1079.0,-470.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_010,4,Compilation error,Numerical error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,50368.0,59046.0,8678.0,12946.0,25522.0,12576.0,7181.0,17944.0,10763.0,0.5546887069365055,0.7030796959485933,0.1483909890120878,15347.0,19227.0,3880.0,2.0,2.0,0.0,15335.0,19215.0,3880.0,15347.0,19227.0,3880.0,1879.0,650.0,-1229.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_010,5,Kernel Execution Timeout,Runtime error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,56751.0,66890.0,10139.0,10729.0,30106.0,19377.0,5814.0,22776.0,16962.0,0.5418957964395563,0.7565269381518634,0.21463114171230713,13670.0,18630.0,4960.0,2.0,2.0,0.0,13658.0,18618.0,4960.0,13670.0,18630.0,4960.0,1053.0,798.0,-255.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_010,6,Runtime error,Numerical error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,62031.0,74514.0,12483.0,6219.0,22804.0,16585.0,1493.0,15430.0,13937.0,0.24007075092458594,0.6766356779512366,0.4365649270266506,12753.0,18740.0,5987.0,2.0,2.0,0.0,12741.0,18728.0,5987.0,12753.0,18740.0,5987.0,1194.0,656.0,-538.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_010,7,Kernel Execution Timeout,Compilation error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,67168.0,82160.0,14992.0,9694.0,31187.0,21493.0,4684.0,24404.0,19720.0,0.4831854755518878,0.7825055311508,0.2993200555989122,13958.0,17665.0,3707.0,2.0,2.0,0.0,13946.0,17653.0,3707.0,13958.0,17665.0,3707.0,1255.0,2102.0,847.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_011,0,Compilation error,Correct,0,1,1,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,27547.0,27547.0,0.0,15421.0,22917.0,7496.0,9442.0,17146.0,7704.0,0.6122819531807275,0.7481782083169699,0.13589625513624237,17600.0,15231.0,-2369.0,2.0,2.0,0.0,17588.0,15219.0,-2369.0,17600.0,15231.0,-2369.0,2314.0,666.0,-1648.0
